Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,95.0374,95.0673,94.2308,95.0000,95.0000,39418518
2020-01-03,94.2559,94.9390,93.8368,94.6035,94.6035,62694249
2020-01-06,94.2017,95.9954,93.2024,94.8467,94.8467,31400003
2020-01-07,97.0314,97.6735,95.6271,96.6011,96.6011,34453166
2020-01-08,97.3775,99.3220,95.4528,96.3238,96.3238,51259947
2020-01-09,95.2950,96.6650,94.9389,94.9996,94.9996,33061641
2020-01-10,94.7044,96.9852,94.2410,95.1028,95.1028,44641293
2020-01-13,93.3491,94.8096,91.2047,93.5401,93.5401,43357889
2020-01-14,93.4985,93.7936,92.7625,93.6378,93.6378,60481857
2020-01-15,93.5841,94.8866,93.0490,94.0946,94.0946,68855390
2020-01-16,95.6166,96.0447,93.9807,95.3680,95.3680,32345144
2020-01-17,95.5909,97.9482,95.2278,95.4353,95.4353,35781517
2020-01-20,95.0866,95.5972,94.5944,95.0151,95.0151,40210827
2020-01-21,96.1279,97.5340,95.5215,95.6327,95.6327,66844342
2020-01-22,95.0710,96.9875,93.5752,94.7463,94.7463,66623775
2020-01-23,93.4862,93.5700,92.7948,93.1925,93.1925,60751705
2020-01-24,93.4154,94.1284,92.7377,93.4288,93.4288,30792642
2020-01-27,93.2676,94.2988,92.7681,94.1805,94.1805,15854883
2020-01-28,94.1657,95.9293,91.6046,94.5041,94.5041,55495111
2020-01-29,93.1981,94.7123,92.8298,93.5871,93.5871,37726619
2020-01-30,93.7467,94.4970,93.5486,94.1621,94.1621,26340742
2020-01-31,89.8271,90.0848,89.0389,89.2833,89.2833,72747604
2020-02-03,89.9341,91.0317,89.2557,89.5522,89.5522,37978245
2020-02-04,90.0081,91.4202,89.9336,90.4393,90.4393,35586735
2020-02-05,93.0421,94.0051,91.8778,92.1422,92.1422,49648183
2020-02-06,92.5546,93.0794,91.2374,91.7908,91.7908,40169986
2020-02-07,93.0412,93.7987,91.3954,92.2959,92.2959,94479905
2020-02-10,92.2557,92.7016,90.9285,92.1357,92.1357,30395389
2020-02-11,92.3838,92.9656,91.3872,92.4318,92.4318,35474947
2020-02-12,87.9682,88.7922,87.5656,87.9358,87.9358,55365811
2020-02-13,88.5721,90.0090,87.2599,88.5620,88.5620,36588634
2020-02-14,85.6305,86.8835,84.2983,86.5371,86.5371,58102236
2020-02-17,84.7486,86.5675,83.3409,84.1929,84.1929,35236077
2020-02-18,83.2594,84.5362,82.4458,82.8394,82.8394,61837003
2020-02-19,81.6430,83.5846,81.1290,81.7272,81.7272,54606465
2020-02-20,82.6965,83.9914,82.6781,82.8893,82.8893,55515173
2020-02-21,83.2563,83.3122,82.9904,83.1314,83.1314,14121862
2020-02-24,83.6625,84.1894,81.9091,83.4298,83.4298,52688319
2020-02-25,84.3918,85.5735,83.5870,84.3984,84.3984,32168787
2020-02-26,81.1293,81.7953,79.5218,81.3247,81.3247,54638012
2020-02-27,78.1903,78.8089,77.7034,78.7547,78.7547,49500194
2020-02-28,77.6909,79.5112,77.5340,78.3980,78.3980,34226643
2020-03-02,77.1631,77.9355,76.3403,76.7240,76.7240,24649457
2020-03-03,76.9850,77.7194,76.5649,77.0981,77.0981,35456539
2020-03-04,78.0333,78.8564,77.3949,77.7024,77.7024,33737109
2020-03-05,78.3165,78.4739,77.6126,78.4246,78.4246,40898342
2020-03-06,78.4981,80.2363,77.6539,79.0637,79.0637,63118764
2020-03-09,80.8968,82.6247,79.9444,80.2122,80.2122,36336163
2020-03-10,80.0697,80.7748,79.5794,80.0643,80.0643,43597328
2020-03-11,78.8342,80.5024,76.9820,79.4635,79.4635,21615397
2020-03-12,77.9639,78.0285,77.1592,77.6038,77.6038,62255246
2020-03-13,76.4187,77.8573,76.2654,76.8882,76.8882,36776991
2020-03-16,76.4441,77.9633,76.1396,76.9775,76.9775,14997849
2020-03-17,78.3747,79.7717,78.1863,78.7545,78.7545,110437144
2020-03-18,76.6374,78.1775,76.0387,77.7315,77.7315,57636205
2020-03-19,76.0773,78.0289,75.8162,76.5467,76.5467,64555685
2020-03-20,77.2905,78.7830,76.5155,77.4762,77.4762,51944940
2020-03-23,77.9715,79.8519,76.6288,78.3021,78.3021,51959230
2020-03-24,78.2311,78.6770,78.1387,78.3204,78.3204,28305140
2020-03-25,80.0342,80.1126,79.6342,79.7034,79.7034,126079046
2020-03-26,81.2330,81.8073,81.1287,81.7750,81.7750,46193016
2020-03-27,80.8128,81.6459,80.0193,80.5610,80.5610,21437543
2020-03-30,79.1047,80.3163,75.7481,78.2167,78.2167,54257106
2020-03-31,79.7671,81.3251,79.3581,80.0970,80.0970,83845072
2020-04-01,80.5327,81.4438,79.0922,80.6971,80.6971,30204016
2020-04-02,78.1163,79.0936,77.7378,78.6841,78.6841,44161409
2020-04-03,77.3282,79.6094,77.2243,78.0316,78.0316,49937772
2020-04-06,79.9070,80.9230,78.9165,79.8795,79.8795,41673348
2020-04-07,80.3280,80.4880,79.2054,79.5581,79.5581,30550117
2020-04-08,82.1215,82.3607,80.0608,81.2341,81.2341,40558649
2020-04-09,82.1193,82.2669,80.2102,82.1886,82.1886,25779322
2020-04-10,83.0377,84.5193,82.2562,82.6992,82.6992,81972117
2020-04-13,82.3778,83.7580,82.3231,82.6338,82.6338,42402312
2020-04-14,83.0451,83.5444,81.8099,83.0477,83.0477,43887577
2020-04-15,80.9531,81.2171,79.5686,81.0179,81.0179,59853990
2020-04-16,80.3248,81.1850,79.6964,79.7175,79.7175,23546084
2020-04-17,78.9977,81.1791,78.7551,79.3285,79.3285,50620701
2020-04-20,79.0714,80.2686,77.8883,78.3084,78.3084,64035024
2020-04-21,80.1529,80.5176,79.4072,79.9146,79.9146,33503232
2020-04-22,79.8138,80.7326,78.9425,79.3156,79.3156,38694340
2020-04-23,78.0853,79.7335,77.0044,77.6131,77.6131,27897574
2020-04-24,77.8341,78.7649,77.2050,77.2380,77.2380,60276986
2020-04-27,74.2532,74.5075,72.9266,74.4465,74.4465,46917877
2020-04-28,73.5794,73.5951,72.2940,73.2738,73.2738,33718455
2020-04-29,74.3951,75.6478,73.9620,74.4970,74.4970,40960019
2020-04-30,74.7995,76.1263,73.8773,75.6964,75.6964,22794693
2020-05-01,77.0485,77.9808,76.6324,76.8525,76.8525,23385486
2020-05-04,75.9793,76.4529,74.7277,75.9884,75.9884,22241844
2020-05-05,76.4613,76.6516,74.5394,76.1549,76.1549,54532421
2020-05-06,75.5649,77.6391,75.4982,76.3525,76.3525,33288620
2020-05-07,75.2219,75.9830,74.0876,75.6846,75.6846,34399418
2020-05-08,77.7349,78.9836,76.2150,77.8748,77.8748,57456480
2020-05-11,77.2997,78.7979,76.8516,77.8512,77.8512,37328271
2020-05-12,77.9476,79.2482,77.2075,77.8362,77.8362,75641625
2020-05-13,78.8216,79.7497,78.7106,78.9871,78.9871,77925258
2020-05-14,76.5489,77.6763,75.9755,76.7716,76.7716,41693243
2020-05-15,79.5701,80.7093,78.7771,79.5863,79.5863,16860484
2020-05-18,80.9716,82.1233,79.7321,80.1208,80.1208,36893167
2020-05-19,81.0471,82.7031,81.0291,81.6014,81.6014,50035453
2020-05-20,82.7370,83.2371,82.3554,82.5524,82.5524,31961510
2020-05-21,86.8771,87.9792,86.0754,86.7858,86.7858,26431326
2020-05-22,88.8441,90.7692,88.7453,89.2738,89.2738,33931568
2020-05-25,87.6465,90.3127,87.0021,88.9302,88.9302,36621069
2020-05-26,87.5931,88.2341,87.1689,88.0114,88.0114,32829131
2020-05-27,89.4752,90.2349,87.8711,88.9963,88.9963,55352403
2020-05-28,91.3404,91.9293,90.2022,91.0575,91.0575,46208477
2020-05-29,91.9775,93.1948,91.8154,92.4298,92.4298,35448383
2020-06-01,93.7255,97.2136,90.8177,94.2588,94.2588,60439816
2020-06-02,92.4513,92.8542,92.2520,92.3280,92.3280,33354496
2020-06-03,94.6716,95.4060,92.0447,93.8007,93.8007,34047110
2020-06-04,94.5121,95.4883,93.3665,94.7606,94.7606,45119950
2020-06-05,96.4598,97.3183,94.0705,95.8173,95.8173,49290868
2020-06-08,94.5062,96.0489,93.4816,95.5218,95.5218,21896962
